"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 25, 2019","49.983","47.460","52.380","45.798","585.95K","5.30%"
"Nov 24, 2019","47.470","51.423","51.767","47.383","597.11K","-7.69%"
"Nov 23, 2019","51.423","51.067","51.947","49.964","599.72K","0.70%"
"Nov 22, 2019","51.067","54.163","54.934","47.893","576.84K","-5.71%"
"Nov 21, 2019","54.163","58.008","58.660","53.294","555.47K","-6.63%"
"Nov 20, 2019","58.008","58.477","59.203","57.574","670.04K","-0.82%"
"Nov 19, 2019","58.485","58.264","59.688","57.723","675.75K","0.35%"
"Nov 18, 2019","58.281","61.514","61.941","57.859","603.08K","-5.26%"
"Nov 17, 2019","61.515","61.386","62.843","61.256","581.63K","0.21%"
"Nov 16, 2019","61.386","61.678","62.743","60.955","623.27K","-0.52%"
"Nov 15, 2019","61.705","64.891","65.697","61.650","582.38K","-4.96%"
"Nov 14, 2019","64.927","65.041","65.644","63.741","543.66K","-0.17%"
"Nov 13, 2019","65.040","62.183","65.485","61.572","589.12K","4.66%"
"Nov 12, 2019","62.146","61.573","65.534","61.456","551.74K","0.95%"
"Nov 11, 2019","61.563","63.851","63.949","60.945","552.20K","-3.55%"
"Nov 10, 2019","63.832","61.772","64.394","61.643","594.75K","3.30%"
"Nov 09, 2019","61.792","60.766","62.356","60.553","505.62K","1.69%"
"Nov 08, 2019","60.766","63.147","63.646","59.853","520.24K","-3.76%"
"Nov 07, 2019","63.138","63.751","66.439","62.660","474.42K","-0.99%"
"Nov 06, 2019","63.772","62.593","64.444","62.336","524.25K","1.88%"
"Nov 05, 2019","62.593","62.805","63.648","61.746","421.26K","-0.37%"
"Nov 04, 2019","62.823","63.139","63.930","62.186","509.19K","-0.69%"
"Nov 03, 2019","63.260","62.162","65.034","60.880","606.81K","1.89%"
"Nov 02, 2019","62.088","60.586","63.049","60.332","573.08K","2.59%"
"Nov 01, 2019","60.522","58.910","61.181","58.238","575.07K","2.73%"
"Oct 31, 2019","58.911","58.327","59.972","56.900","452.61K","1.10%"
"Oct 30, 2019","58.271","59.419","59.578","57.107","450.01K","-1.93%"
"Oct 29, 2019","59.418","59.070","63.115","58.933","634.02K","0.31%"
"Oct 28, 2019","59.232","59.436","61.512","58.414","486.59K","-0.35%"
"Oct 27, 2019","59.443","56.548","61.080","55.422","340.15K","5.12%"
"Oct 26, 2019","56.548","58.883","64.739","55.159","443.16K","-3.94%"
"Oct 25, 2019","58.867","53.357","59.738","52.169","336.50K","10.33%"
"Oct 24, 2019","53.357","53.015","54.288","50.937","261.01K","0.65%"
"Oct 23, 2019","53.015","56.490","57.203","51.915","315.58K","-6.11%"
"Oct 22, 2019","56.463","57.408","58.551","55.741","296.33K","-1.65%"
"Oct 21, 2019","57.408","56.230","59.245","55.502","270.20K","2.09%"
"Oct 20, 2019","56.230","54.299","57.162","53.495","265.80K","3.61%"
"Oct 19, 2019","54.273","55.136","55.136","53.323","288.78K","-1.57%"
"Oct 18, 2019","55.137","55.905","58.266","55.129","307.65K","-1.38%"
"Oct 17, 2019","55.906","54.669","60.455","54.394","350.15K","2.26%"
"Oct 16, 2019","54.668","51.906","55.136","51.571","405.12K","5.32%"
"Oct 15, 2019","51.907","52.862","53.817","51.528","321.73K","-1.81%"
"Oct 14, 2019","52.863","53.174","53.464","52.229","261.85K","-0.58%"
"Oct 13, 2019","53.173","53.574","53.951","52.264","244.39K","-0.75%"
"Oct 12, 2019","53.573","53.763","54.709","53.170","317.90K","-0.35%"
"Oct 11, 2019","53.763","55.547","56.470","53.680","243.06K","-3.21%"
"Oct 10, 2019","55.547","56.981","57.350","54.848","302.17K","-2.52%"
"Oct 09, 2019","56.980","55.339","57.382","54.743","276.56K","2.97%"
"Oct 08, 2019","55.335","55.949","56.856","54.811","264.97K","-1.11%"
"Oct 07, 2019","55.957","54.610","56.968","54.060","308.13K","2.39%"
"Oct 06, 2019","54.649","56.338","56.546","54.098","271.70K","-2.97%"
"Oct 05, 2019","56.323","57.087","57.479","55.119","278.94K","-1.34%"
"Oct 04, 2019","57.088","56.062","57.658","53.861","309.75K","1.83%"
"Oct 03, 2019","56.061","55.844","57.133","53.989","295.58K","0.37%"
"Oct 02, 2019","55.852","55.474","56.665","54.192","278.41K","0.84%"
"Oct 01, 2019","55.389","56.642","57.993","55.298","304.74K","-2.21%"
"Sep 30, 2019","56.642","55.740","57.270","53.282","294.10K","1.60%"
"Sep 29, 2019","55.749","57.728","57.798","54.422","289.04K","-3.36%"
"Sep 28, 2019","57.686","57.415","58.352","56.040","379.72K","0.42%"
"Sep 27, 2019","57.447","57.197","59.241","55.232","419.39K","0.39%"
"Sep 26, 2019","57.222","59.688","60.034","54.487","345.91K","-4.17%"
"Sep 25, 2019","59.713","58.673","61.241","57.451","328.06K","1.89%"
"Sep 24, 2019","58.604","68.600","70.194","56.107","289.66K","-14.57%"
"Sep 23, 2019","68.602","72.911","73.150","68.159","255.61K","-5.93%"
"Sep 22, 2019","72.922","72.457","74.165","70.804","275.68K","0.53%"
"Sep 21, 2019","72.536","73.815","73.864","72.128","215.41K","-1.73%"
"Sep 20, 2019","73.816","75.985","78.050","72.542","320.27K","-2.85%"
"Sep 19, 2019","75.985","80.865","81.468","72.707","293.31K","-6.04%"
"Sep 18, 2019","80.867","73.859","82.129","73.746","346.20K","9.40%"
"Sep 17, 2019","73.921","75.279","75.574","73.073","260.73K","-1.89%"
"Sep 16, 2019","75.347","75.592","76.330","71.279","254.40K","-0.30%"
"Sep 15, 2019","75.573","75.983","76.474","73.966","199.87K","-0.50%"
"Sep 14, 2019","75.956","76.707","76.949","73.669","213.29K","-1.11%"
"Sep 13, 2019","76.806","74.924","76.955","72.706","242.68K","2.51%"
"Sep 12, 2019","74.922","74.108","75.482","71.629","242.71K","1.06%"
"Sep 11, 2019","74.133","72.267","74.259","69.561","189.88K","2.56%"
"Sep 10, 2019","72.284","74.889","76.145","71.516","156.81K","-3.48%"
"Sep 09, 2019","74.887","77.123","77.544","74.123","174.75K","-2.90%"
"Sep 08, 2019","77.123","77.938","79.119","75.717","161.05K","-1.08%"
"Sep 07, 2019","77.967","75.175","78.613","73.835","186.62K","3.71%"
"Sep 06, 2019","75.179","75.851","79.699","74.992","165.39K","-0.89%"
"Sep 05, 2019","75.851","73.913","76.375","73.432","152.67K","2.71%"
"Sep 04, 2019","73.846","74.711","75.055","71.560","153.53K","-1.15%"
"Sep 03, 2019","74.703","73.203","75.723","73.094","146.29K","2.03%"
"Sep 02, 2019","73.216","71.498","74.173","69.792","144.04K","2.41%"
"Sep 01, 2019","71.492","67.290","74.696","66.733","120.05K","6.26%"
"Aug 31, 2019","67.283","67.795","68.402","66.217","171.97K","-0.76%"
"Aug 30, 2019","67.796","66.900","68.230","65.711","183.35K","1.30%"
"Aug 29, 2019","66.927","72.122","72.201","66.832","196.66K","-7.26%"
"Aug 28, 2019","72.168","78.576","79.692","71.908","235.65K","-8.16%"
"Aug 27, 2019","78.576","79.948","79.948","77.661","169.59K","-1.72%"
"Aug 26, 2019","79.948","80.499","83.912","78.964","214.70K","-0.69%"
"Aug 25, 2019","80.500","80.569","82.384","79.040","180.06K","-0.07%"
"Aug 24, 2019","80.560","81.974","82.113","78.598","187.68K","-1.72%"
"Aug 23, 2019","81.966","81.965","83.426","80.980","295.96K","0.00%"
"Aug 22, 2019","81.965","80.915","83.201","78.544","248.52K","1.33%"
"Aug 21, 2019","80.888","85.811","86.388","79.139","209.29K","-5.56%"
"Aug 20, 2019","85.653","89.446","90.938","84.314","195.86K","-4.23%"
"Aug 19, 2019","89.431","87.605","90.647","84.342","210.60K","2.08%"
"Aug 18, 2019","87.607","81.793","87.838","81.603","290.86K","7.09%"
"Aug 17, 2019","81.809","82.194","83.585","80.979","272.98K","-0.47%"
"Aug 16, 2019","82.194","82.471","83.371","77.974","270.26K","-0.35%"
"Aug 15, 2019","82.482","78.887","82.638","74.536","235.71K","4.56%"
"Aug 14, 2019","78.888","85.748","85.786","78.148","273.84K","-7.95%"
"Aug 13, 2019","85.700","91.190","91.747","85.013","321.00K","-6.04%"
"Aug 12, 2019","91.213","92.372","92.538","90.046","273.38K","-1.40%"
"Aug 11, 2019","92.507","90.632","92.651","89.583","275.66K","2.04%"
"Aug 10, 2019","90.653","93.416","94.837","90.525","268.03K","-2.96%"
"Aug 09, 2019","93.416","95.901","96.055","90.893","334.99K","-2.59%"
"Aug 08, 2019","95.900","97.374","97.717","91.483","307.82K","-1.55%"
"Aug 07, 2019","97.413","89.785","97.614","88.968","346.65K","8.59%"
"Aug 06, 2019","89.708","93.549","96.607","88.177","289.69K","-4.11%"
"Aug 05, 2019","93.549","87.807","94.772","87.798","344.67K","6.53%"
"Aug 04, 2019","87.814","87.964","88.664","85.580","295.52K","-0.17%"
"Aug 03, 2019","87.967","84.039","88.113","83.958","304.11K","4.67%"
"Aug 02, 2019","84.039","81.940","85.210","81.622","242.14K","2.42%"
"Aug 01, 2019","82.050","80.634","82.650","79.899","225.30K","1.75%"
"Jul 31, 2019","80.642","78.210","82.693","78.012","267.93K","3.10%"
"Jul 30, 2019","78.216","78.158","80.732","77.649","176.89K","0.02%"
"Jul 29, 2019","78.198","80.285","81.612","77.943","210.82K","-2.60%"
"Jul 28, 2019","80.284","78.834","83.494","77.597","218.10K","1.84%"
"Jul 27, 2019","78.834","80.300","83.044","77.459","219.93K","-1.84%"
"Jul 26, 2019","80.314","80.904","81.281","78.693","165.19K","-0.73%"
"Jul 25, 2019","80.903","80.547","83.674","80.311","202.83K","0.43%"
"Jul 24, 2019","80.557","81.199","82.228","78.674","226.02K","-0.80%"
"Jul 23, 2019","81.204","83.562","83.913","80.304","243.57K","-2.84%"
"Jul 22, 2019","83.580","84.208","85.425","81.591","191.51K","-0.73%"
"Jul 21, 2019","84.192","85.165","88.044","83.245","204.88K","-1.14%"
"Jul 20, 2019","85.165","82.175","87.659","81.649","186.01K","3.66%"
"Jul 19, 2019","82.157","83.901","84.463","80.505","249.57K","-2.10%"
"Jul 18, 2019","83.919","76.709","85.454","75.150","254.41K","9.42%"
"Jul 17, 2019","76.697","74.287","80.455","71.799","321.21K","3.25%"
"Jul 16, 2019","74.284","88.998","89.306","73.568","246.17K","-16.57%"
"Jul 15, 2019","89.035","86.216","90.492","76.312","299.89K","3.22%"
"Jul 14, 2019","86.255","94.007","94.829","85.313","227.90K","-8.23%"
"Jul 13, 2019","93.992","97.957","98.034","89.240","212.18K","-4.05%"
"Jul 12, 2019","97.957","89.410","98.026","86.231","174.08K","9.59%"
"Jul 11, 2019","89.383","94.831","94.858","87.431","204.43K","-5.74%"
"Jul 10, 2019","94.826","99.470","101.928","92.475","234.17K","-4.68%"
"Jul 09, 2019","99.485","101.423","104.461","97.560","218.03K","-1.91%"
"Jul 08, 2019","101.422","106.855","107.245","100.388","341.79K","-5.08%"
"Jul 07, 2019","106.856","94.379","106.989","93.129","339.95K","13.24%"
"Jul 06, 2019","94.358","89.307","98.857","89.231","341.44K","5.66%"
"Jul 05, 2019","89.307","87.962","92.507","86.199","219.21K","1.50%"
"Jul 04, 2019","87.986","89.561","92.720","87.222","158.52K","-1.75%"
"Jul 03, 2019","89.554","86.331","91.693","85.783","178.82K","3.78%"
"Jul 02, 2019","86.289","88.887","89.409","82.527","193.57K","-2.91%"
"Jul 01, 2019","88.877","88.620","94.600","84.644","222.87K","0.31%"
"Jun 30, 2019","88.598","100.014","100.865","88.136","207.29K","-11.41%"
"Jun 29, 2019","100.010","101.926","101.926","93.628","185.71K","-1.88%"
"Jun 28, 2019","101.926","95.428","102.379","94.177","190.16K","6.89%"
"Jun 27, 2019","95.359","104.454","105.844","89.367","236.27K","-8.71%"
"Jun 26, 2019","104.454","112.315","113.345","101.514","378.24K","-7.00%"
"Jun 25, 2019","112.319","117.808","118.111","111.785","275.07K","-4.65%"
"Jun 24, 2019","117.800","115.783","119.784","112.737","236.52K","1.74%"
"Jun 23, 2019","115.783","115.218","121.079","114.240","227.96K","0.48%"
"Jun 22, 2019","115.227","109.658","118.800","108.607","275.37K","5.18%"
"Jun 21, 2019","109.550","104.977","110.066","104.955","290.60K","4.36%"
"Jun 20, 2019","104.978","100.226","108.297","99.856","329.27K","4.74%"
"Jun 19, 2019","100.228","96.330","102.183","95.975","297.54K","4.05%"
"Jun 18, 2019","96.327","98.263","98.781","95.138","316.61K","-1.97%"
"Jun 17, 2019","98.261","95.740","99.465","95.689","272.05K","2.63%"
"Jun 16, 2019","95.743","94.598","97.465","93.916","233.01K","1.22%"
"Jun 15, 2019","94.594","90.293","94.853","89.814","247.13K","4.76%"
"Jun 14, 2019","90.293","89.424","90.561","87.222","250.79K","0.97%"
"Jun 13, 2019","89.424","90.077","91.781","89.155","276.52K","-0.73%"
"Jun 12, 2019","90.083","86.294","90.097","85.432","246.03K","4.39%"
"Jun 11, 2019","86.294","86.590","87.389","85.097","222.71K","-0.33%"
"Jun 10, 2019","86.580","83.438","87.124","82.417","257.96K","3.77%"
"Jun 09, 2019","83.435","87.142","87.688","82.059","232.42K","-4.27%"
"Jun 08, 2019","87.153","87.773","88.318","85.914","237.09K","-0.68%"
