"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 09, 2018","105.223","103.827","110.436","100.481","68.34K","1.34%"
"Sep 08, 2018","103.827","110.765","114.169","101.473","82.81K","-6.26%"
"Sep 07, 2018","110.766","117.285","119.524","110.175","70.87K","-5.51%"
"Sep 06, 2018","117.224","114.326","118.014","108.258","116.76K","2.53%"
"Sep 05, 2018","114.326","138.112","140.022","113.411","169.05K","-17.22%"
"Sep 04, 2018","138.117","134.956","140.196","134.580","116.21K","2.34%"
"Sep 03, 2018","134.957","120.303","135.975","119.000","115.41K","12.18%"
"Sep 02, 2018","120.300","120.899","125.508","116.397","83.88K","-0.49%"
"Sep 01, 2018","120.899","116.346","124.533","115.461","133.48K","3.91%"
"Aug 31, 2018","116.346","103.061","118.101","102.726","126.10K","12.90%"
"Aug 30, 2018","103.057","103.546","106.321","97.140","57.33K","-0.47%"
"Aug 29, 2018","103.546","107.575","108.453","100.773","49.06K","-3.75%"
"Aug 28, 2018","107.575","105.095","107.938","102.289","54.19K","2.35%"
"Aug 27, 2018","105.105","94.728","105.505","93.351","77.33K","10.93%"
"Aug 26, 2018","94.746","92.495","94.872","90.165","40.43K","2.43%"
"Aug 25, 2018","92.495","93.526","96.459","91.949","40.80K","-1.10%"
"Aug 24, 2018","93.526","89.970","94.044","88.542","44.79K","3.94%"
"Aug 23, 2018","89.981","89.773","91.379","88.629","39.16K","0.24%"
"Aug 22, 2018","89.765","94.769","98.653","87.743","64.29K","-5.29%"
"Aug 21, 2018","94.778","92.692","96.509","91.824","45.19K","2.25%"
"Aug 20, 2018","92.694","98.480","102.428","92.694","64.15K","-5.88%"
"Aug 19, 2018","98.482","98.042","98.817","94.563","34.54K","0.46%"
"Aug 18, 2018","98.028","99.281","104.902","93.869","66.17K","-1.26%"
"Aug 17, 2018","99.281","91.065","101.457","90.629","62.22K","9.02%"
"Aug 16, 2018","91.065","89.284","92.785","88.645","50.02K","1.99%"
"Aug 15, 2018","89.284","84.022","93.950","83.944","67.12K","6.26%"
"Aug 14, 2018","84.024","87.759","87.759","77.713","99.97K","-4.26%"
"Aug 13, 2018","87.758","93.132","97.131","87.727","55.80K","-5.77%"
"Aug 12, 2018","93.133","92.917","95.447","91.540","44.13K","0.23%"
"Aug 11, 2018","92.920","91.525","97.043","87.321","93.43K","1.60%"
"Aug 10, 2018","91.460","100.338","100.960","90.170","58.75K","-8.83%"
"Aug 09, 2018","100.316","94.563","102.081","94.563","56.06K","6.38%"
"Aug 08, 2018","94.299","107.818","107.838","93.044","86.05K","-12.56%"
"Aug 07, 2018","107.838","113.377","118.057","107.603","60.02K","-4.89%"
"Aug 06, 2018","113.383","117.342","119.872","112.383","39.06K","-3.37%"
"Aug 05, 2018","117.342","114.085","117.749","111.736","32.82K","2.84%"
"Aug 04, 2018","114.097","120.109","121.349","113.439","34.92K","-5.01%"
"Aug 03, 2018","120.109","122.378","122.498","114.988","48.49K","-1.84%"
"Aug 02, 2018","122.358","128.237","130.639","120.692","39.68K","-4.58%"
"Aug 01, 2018","128.237","122.223","130.233","119.632","50.67K","4.93%"
"Jul 31, 2018","122.217","131.902","134.359","121.243","51.88K","-7.35%"
"Jul 30, 2018","131.915","135.802","136.435","128.880","44.97K","-2.86%"
"Jul 29, 2018","135.802","139.708","141.498","134.790","35.48K","-2.80%"
"Jul 28, 2018","139.708","140.206","141.683","138.331","33.10K","-0.37%"
"Jul 27, 2018","140.233","136.841","142.427","135.005","31.06K","2.60%"
"Jul 26, 2018","136.675","143.109","144.959","135.860","42.70K","-4.50%"
"Jul 25, 2018","143.109","147.851","149.087","138.431","53.19K","-3.22%"
"Jul 24, 2018","147.874","133.400","148.646","133.060","73.85K","10.85%"
"Jul 23, 2018","133.401","128.408","142.889","128.141","75.58K","3.86%"
"Jul 22, 2018","128.444","132.359","133.787","128.185","40.24K","-2.96%"
"Jul 21, 2018","132.359","130.078","132.938","127.384","32.11K","1.75%"
"Jul 20, 2018","130.078","139.759","139.759","128.685","66.81K","-6.92%"
"Jul 19, 2018","139.742","139.704","143.729","138.176","36.00K","0.03%"
"Jul 18, 2018","139.704","143.647","149.522","137.869","51.44K","-2.74%"
"Jul 17, 2018","143.647","135.422","148.262","134.823","74.90K","6.07%"
"Jul 16, 2018","135.422","123.937","135.671","122.917","68.05K","9.26%"
"Jul 15, 2018","123.943","122.955","125.986","121.244","41.69K","0.80%"
"Jul 14, 2018","122.955","122.030","124.206","120.960","32.79K","0.74%"
"Jul 13, 2018","122.057","120.861","125.090","119.539","53.38K","1.16%"
"Jul 12, 2018","120.659","126.167","126.859","117.533","54.57K","-4.31%"
"Jul 11, 2018","126.088","122.035","130.588","122.017","74.94K","3.32%"
"Jul 10, 2018","122.037","136.662","138.258","121.727","71.81K","-10.70%"
"Jul 09, 2018","136.662","138.626","142.596","136.249","54.36K","-1.44%"
"Jul 08, 2018","138.654","135.505","140.085","134.581","43.49K","2.32%"
"Jul 07, 2018","135.508","134.975","136.020","131.521","40.86K","0.40%"
"Jul 06, 2018","134.974","139.213","139.529","131.652","56.70K","-3.05%"
"Jul 05, 2018","139.213","139.499","142.278","134.737","67.69K","-0.20%"
"Jul 04, 2018","139.492","139.053","146.376","135.311","54.92K","0.32%"
"Jul 03, 2018","139.048","141.086","144.568","139.048","67.34K","-1.44%"
"Jul 02, 2018","141.085","130.969","143.818","128.962","88.98K","7.76%"
"Jul 01, 2018","130.922","131.508","131.508","126.135","57.86K","-0.39%"
"Jun 30, 2018","131.439","127.451","135.775","127.378","94.42K","3.17%"
"Jun 29, 2018","127.403","117.155","128.562","115.821","71.41K","8.73%"
"Jun 28, 2018","117.170","129.166","135.030","114.818","95.84K","-9.20%"
"Jun 27, 2018","129.041","121.103","131.190","120.043","66.44K","6.53%"
"Jun 26, 2018","121.130","127.352","130.859","120.854","63.09K","-4.83%"
"Jun 25, 2018","127.274","121.902","130.147","121.104","66.47K","4.41%"
"Jun 24, 2018","121.902","115.764","125.667","108.573","84.58K","5.38%"
"Jun 23, 2018","115.683","110.860","119.950","110.555","62.91K","4.35%"
"Jun 22, 2018","110.857","123.921","124.227","107.755","99.47K","-10.60%"
"Jun 21, 2018","124.006","122.847","124.393","121.680","40.44K","0.96%"
"Jun 20, 2018","122.822","126.442","126.442","119.975","41.38K","-2.83%"
"Jun 19, 2018","126.401","127.415","130.964","124.544","53.46K","-0.77%"
"Jun 18, 2018","127.381","123.847","129.880","119.711","58.92K","2.87%"
"Jun 17, 2018","123.826","126.500","126.969","123.296","41.53K","-2.13%"
"Jun 16, 2018","126.515","122.167","128.227","121.045","59.84K","3.56%"
"Jun 15, 2018","122.167","132.627","133.329","122.032","61.27K","-7.89%"
"Jun 14, 2018","132.632","121.875","133.737","118.542","103.67K","8.82%"
"Jun 13, 2018","121.878","125.571","126.716","113.064","121.01K","-2.92%"
"Jun 12, 2018","125.544","137.999","138.519","120.649","78.23K","-8.99%"
"Jun 11, 2018","137.947","139.721","140.242","132.251","44.99K","-1.14%"
"Jun 10, 2018","139.543","154.570","154.705","132.094","99.72K","-9.70%"
"Jun 09, 2018","154.537","158.351","159.981","154.452","35.77K","-2.42%"
"Jun 08, 2018","158.361","164.100","165.310","156.999","47.14K","-3.50%"
"Jun 07, 2018","164.098","164.418","171.746","163.101","52.28K","-0.19%"
"Jun 06, 2018","164.418","166.969","167.996","150.656","47.13K","-1.62%"
"Jun 05, 2018","167.128","160.257","169.150","157.444","48.80K","4.29%"
"Jun 04, 2018","160.254","168.903","170.330","157.653","45.67K","-5.13%"
"Jun 03, 2018","168.911","162.409","177.511","162.311","50.13K","3.94%"
"Jun 02, 2018","162.507","157.643","167.675","156.429","45.76K","3.09%"
"Jun 01, 2018","157.641","155.709","158.549","153.285","27.46K","1.19%"
"May 31, 2018","155.785","155.447","159.098","154.630","37.45K","0.30%"
"May 30, 2018","155.325","157.290","161.137","152.837","28.28K","-1.25%"
"May 29, 2018","157.284","149.412","167.046","147.357","94.49K","5.26%"
"May 28, 2018","149.427","166.537","168.490","149.368","53.73K","-10.23%"
"May 27, 2018","166.453","165.144","170.830","161.379","32.55K","0.86%"
"May 26, 2018","165.026","165.021","169.080","163.151","26.88K","0.04%"
"May 25, 2018","164.956","171.813","173.822","162.514","31.86K","-3.77%"
"May 24, 2018","171.423","171.093","177.443","161.007","60.66K","0.24%"
"May 23, 2018","171.011","175.304","179.536","166.110","62.68K","-2.47%"
"May 22, 2018","175.338","198.336","198.713","175.338","59.68K","-11.59%"
"May 21, 2018","198.314","203.703","204.399","195.049","24.49K","-2.65%"
"May 20, 2018","203.703","197.330","205.514","196.258","30.76K","3.22%"
"May 19, 2018","197.342","203.648","203.861","196.491","24.85K","-3.09%"
"May 18, 2018","203.637","190.819","212.878","186.443","70.21K","6.61%"
"May 17, 2018","191.006","198.835","203.305","190.980","34.93K","-3.98%"
"May 16, 2018","198.927","202.948","203.380","192.431","39.90K","-1.98%"
"May 15, 2018","202.951","212.785","217.793","201.148","54.46K","-4.64%"
"May 14, 2018","212.815","207.835","217.576","196.372","62.87K","2.40%"
"May 13, 2018","207.835","201.916","212.727","201.916","42.35K","2.96%"
"May 12, 2018","201.857","197.145","205.557","190.931","53.66K","2.53%"
"May 11, 2018","196.882","217.118","217.118","196.413","80.31K","-9.32%"
"May 10, 2018","217.118","226.938","233.504","216.682","44.42K","-4.31%"
"May 09, 2018","226.886","223.143","231.611","216.047","46.06K","1.74%"
"May 08, 2018","223.012","232.621","233.318","220.108","38.10K","-5.11%"
"May 07, 2018","235.033","235.482","236.093","221.466","51.76K","-0.19%"
"May 06, 2018","235.488","241.380","243.085","231.846","43.37K","-2.49%"
"May 05, 2018","241.506","242.002","247.378","239.705","51.82K","-0.21%"
"May 04, 2018","242.009","246.106","249.290","237.898","59.56K","-1.66%"
"May 03, 2018","246.099","249.732","258.064","242.218","91.78K","-1.49%"
"May 02, 2018","249.814","239.485","253.131","238.174","55.50K","4.31%"
"May 01, 2018","239.485","241.470","241.950","228.554","48.97K","-0.82%"
"Apr 30, 2018","241.470","255.996","259.214","237.923","66.47K","-5.68%"
"Apr 29, 2018","256.006","261.259","263.894","242.441","59.60K","-2.01%"
"Apr 28, 2018","261.260","250.867","264.969","250.234","51.02K","4.14%"
"Apr 27, 2018","250.867","267.435","267.998","250.491","53.99K","-6.33%"
"Apr 26, 2018","267.817","256.863","276.352","249.142","68.66K","4.29%"
"Apr 25, 2018","256.801","292.437","292.502","247.182","115.51K","-12.42%"
"Apr 24, 2018","293.225","284.044","298.537","280.355","71.83K","3.25%"
"Apr 23, 2018","284.006","270.389","287.695","269.784","52.25K","5.04%"
"Apr 22, 2018","270.389","257.029","284.701","249.813","64.07K","5.18%"
"Apr 21, 2018","257.079","272.898","273.027","238.876","59.31K","-5.84%"
"Apr 20, 2018","273.023","238.488","273.023","238.488","87.57K","14.48%"
"Apr 19, 2018","238.489","229.472","239.110","226.237","76.01K","3.95%"
"Apr 18, 2018","229.425","196.879","233.813","196.533","132.60K","16.53%"
"Apr 17, 2018","196.873","195.741","204.042","195.145","40.89K","0.58%"
"Apr 16, 2018","195.736","201.727","204.251","190.106","44.31K","-2.97%"
"Apr 15, 2018","201.727","192.106","206.123","192.101","53.54K","5.06%"
"Apr 14, 2018","192.018","189.413","198.291","188.670","36.56K","1.38%"
"Apr 13, 2018","189.402","193.031","202.440","186.422","72.61K","-1.86%"
"Apr 12, 2018","192.999","170.152","194.855","166.896","90.08K","13.41%"
"Apr 11, 2018","170.175","168.213","170.974","165.697","53.36K","1.12%"
"Apr 10, 2018","168.291","167.865","169.497","165.392","27.54K","0.25%"
"Apr 09, 2018","167.865","175.787","180.945","164.703","42.35K","-4.49%"
"Apr 08, 2018","175.764","171.251","176.073","171.127","29.21K","2.64%"
"Apr 07, 2018","171.251","163.256","174.647","163.181","34.02K","4.90%"
"Apr 06, 2018","163.256","173.471","176.952","162.963","42.68K","-5.88%"
"Apr 05, 2018","173.458","170.894","175.848","166.039","50.30K","1.50%"
"Apr 04, 2018","170.895","189.693","190.386","169.805","51.23K","-9.91%"
"Apr 03, 2018","189.693","178.642","192.203","178.588","48.21K","6.19%"
"Apr 02, 2018","178.642","176.494","182.893","175.861","38.02K","1.18%"
"Apr 01, 2018","176.558","180.720","184.217","165.893","53.37K","-2.31%"
"Mar 31, 2018","180.729","172.751","183.228","172.390","36.63K","4.61%"
"Mar 30, 2018","172.763","176.869","181.791","163.905","82.81K","-2.31%"
"Mar 29, 2018","176.856","199.479","201.526","175.041","84.87K","-11.34%"
"Mar 28, 2018","199.479","188.121","202.113","186.429","51.69K","6.04%"
"Mar 27, 2018","188.121","196.966","198.847","184.817","55.66K","-4.47%"
"Mar 26, 2018","196.913","212.284","213.457","188.435","49.07K","-7.24%"
"Mar 25, 2018","212.284","208.365","215.284","203.704","35.61K","1.88%"
"Mar 24, 2018","208.363","215.983","217.372","208.017","36.10K","-3.52%"
"Mar 23, 2018","215.958","212.585","216.526","199.029","53.24K","1.59%"
"Mar 22, 2018","212.585","218.355","224.351","203.643","57.81K","-2.63%"
"Mar 21, 2018","218.331","223.747","235.481","214.070","72.29K","-2.42%"
"Mar 20, 2018","223.747","217.949","234.175","206.236","74.19K","2.64%"
"Mar 19, 2018","217.987","209.432","223.156","201.852","92.30K","3.91%"
"Mar 18, 2018","209.793","197.416","209.917","175.661","118.64K","6.25%"
"Mar 17, 2018","197.449","215.918","216.875","193.712","75.12K","-8.55%"
"Mar 16, 2018","215.918","212.322","222.749","203.369","83.17K","1.70%"
"Mar 15, 2018","212.317","215.252","226.109","198.466","120.15K","-1.45%"
"Mar 14, 2018","215.432","247.550","251.754","206.865","111.62K","-12.97%"
"Mar 13, 2018","247.524","258.352","266.409","244.923","84.45K","-4.03%"
"Mar 12, 2018","257.908","280.325","286.740","249.614","61.47K","-7.99%"
"Mar 11, 2018","280.315","254.719","285.914","244.941","85.52K","10.04%"
"Mar 10, 2018","254.735","285.616","294.117","252.223","96.03K","-10.79%"
"Mar 09, 2018","285.550","275.995","285.550","241.569","184.63K","3.42%"
"Mar 08, 2018","276.113","337.247","337.255","274.195","136.47K","-18.08%"
"Mar 07, 2018","337.037","343.373","363.282","317.680","128.74K","-1.85%"
"Mar 06, 2018","343.374","371.169","371.367","338.651","76.73K","-7.61%"
"Mar 05, 2018","371.654","368.234","380.109","355.579","75.26K","0.93%"
"Mar 04, 2018","368.224","350.020","369.543","336.244","77.20K","5.20%"
"Mar 03, 2018","350.028","343.381","373.585","342.236","139.85K","1.94%"
"Mar 02, 2018","343.372","313.484","351.560","308.146","139.90K","9.53%"
"Mar 01, 2018","313.488","286.102","315.407","284.674","42.36K","9.57%"
"Feb 28, 2018","286.104","300.863","306.969","285.357","31.97K","-4.91%"
"Feb 27, 2018","300.863","291.372","308.127","285.517","50.94K","3.33%"
"Feb 26, 2018","291.174","278.080","296.970","267.967","52.09K","4.71%"
"Feb 25, 2018","278.085","268.491","280.342","263.692","31.31K","3.56%"
"Feb 24, 2018","268.534","279.455","289.599","259.880","53.89K","-3.90%"
"Feb 23, 2018","279.445","274.891","295.170","263.618","75.49K","1.66%"
"Feb 22, 2018","274.875","308.055","317.984","273.733","83.24K","-10.77%"
"Feb 21, 2018","308.049","301.783","330.428","284.324","104.80K","2.01%"
"Feb 20, 2018","301.965","314.408","319.877","300.900","44.99K","-3.97%"
"Feb 19, 2018","314.457","295.697","317.890","293.340","37.10K","6.47%"
"Feb 18, 2018","295.340","320.587","321.871","287.344","52.33K","-7.88%"
"Feb 17, 2018","320.587","292.977","330.706","290.178","69.75K","9.37%"
"Feb 16, 2018","293.115","295.719","297.949","275.430","47.10K","-0.88%"
"Feb 15, 2018","295.726","274.685","300.889","262.513","63.58K","7.85%"
"Feb 14, 2018","274.202","233.538","274.803","233.520","75.69K","17.41%"
"Feb 13, 2018","233.538","247.341","248.614","229.106","32.90K","-5.58%"
"Feb 12, 2018","247.338","227.667","251.531","227.559","31.11K","8.64%"
"Feb 11, 2018","227.667","247.067","247.155","217.117","50.54K","-7.85%"
"Feb 10, 2018","247.067","258.053","269.502","240.629","55.64K","-4.30%"
"Feb 09, 2018","258.173","247.974","258.753","233.090","58.36K","4.11%"
"Feb 08, 2018","247.974","206.714","255.277","206.661","64.11K","20.55%"
"Feb 07, 2018","205.708","209.201","231.959","190.827","84.41K","-1.67%"
"Feb 06, 2018","209.201","180.526","213.287","150.141","129.19K","15.89%"
"Feb 05, 2018","180.521","219.867","222.875","166.779","120.33K","-17.89%"
"Feb 04, 2018","219.866","252.676","258.553","214.471","49.24K","-12.99%"
"Feb 03, 2018","252.691","236.979","258.888","215.908","44.53K","6.63%"
"Feb 02, 2018","236.979","242.014","252.011","189.385","134.27K","-2.06%"
"Feb 01, 2018","241.975","274.276","278.800","230.516","65.22K","-11.90%"
"Jan 31, 2018","274.669","275.920","284.231","266.309","42.54K","-0.45%"
"Jan 30, 2018","275.920","315.118","316.466","268.211","78.31K","-12.13%"
"Jan 29, 2018","314.000","332.992","339.712","310.510","16.04K","-5.70%"
"Jan 28, 2018","332.992","325.935","341.250","321.014","15.99K","2.17%"
"Jan 27, 2018","325.935","324.000","334.722","308.000","23.00K","0.60%"
"Jan 26, 2018","324.000","315.613","328.910","288.112","33.19K","2.66%"
"Jan 25, 2018","315.613","318.600","328.000","305.100","13.72K","-0.94%"
"Jan 24, 2018","318.600","306.786","326.259","297.717","24.11K","3.85%"
"Jan 23, 2018","306.786","314.000","321.914","284.000","32.61K","-2.30%"
"Jan 22, 2018","314.000","343.734","355.000","285.000","49.19K","-8.65%"
"Jan 21, 2018","343.734","383.990","388.000","331.000","36.50K","-10.48%"
"Jan 20, 2018","383.990","361.498","406.000","351.000","89.72K","6.22%"
"Jan 19, 2018","361.498","306.125","363.200","300.449","51.06K","18.09%"
"Jan 18, 2018","306.125","315.000","341.143","296.372","69.21K","-2.82%"
"Jan 17, 2018","315.000","308.562","326.635","237.392","98.40K","2.09%"
"Jan 16, 2018","308.562","413.000","417.000","255.000","151.04K","-25.29%"
"Jan 15, 2018","413.000","393.641","436.754","383.585","47.16K","4.92%"
"Jan 14, 2018","393.641","413.900","434.180","370.000","32.13K","-4.89%"
"Jan 13, 2018","413.900","387.236","428.815","386.973","42.58K","6.89%"
"Jan 12, 2018","387.236","353.017","390.223","338.045","34.13K","10.28%"
"Jan 11, 2018","351.150","406.406","416.375","339.988","42.50K","-12.96%"
"Jan 10, 2018","403.437","408.032","416.293","362.180","49.91K","-1.13%"
"Jan 09, 2018","408.032","400.050","447.804","392.826","94.13K","2.00%"
"Jan 08, 2018","400.050","400.250","409.370","338.850","45.47K","-0.05%"
"Jan 07, 2018","400.250","394.000","421.000","391.000","59.97K","1.59%"
"Jan 06, 2018","394.000","356.960","395.990","349.250","33.66K","10.38%"
"Jan 05, 2018","356.960","368.100","377.490","338.510","38.30K","-3.03%"
"Jan 04, 2018","368.100","386.000","387.830","353.060","40.07K","-4.64%"
"Jan 03, 2018","386.000","364.170","390.000","360.000","44.56K","5.99%"
"Jan 02, 2018","364.170","335.100","370.480","335.100","62.42K","8.68%"
"Jan 01, 2018","335.100","331.830","344.800","314.500","25.79K","0.99%"
"Dec 31, 2017","331.830","304.000","340.130","299.250","20.94K","9.15%"
"Dec 30, 2017","304.000","350.000","352.700","287.000","77.80K","-13.14%"
"Dec 29, 2017","350.000","348.910","367.610","334.840","51.66K","0.31%"
"Dec 28, 2017","348.910","374.000","376.600","322.880","47.94K","-6.71%"
"Dec 27, 2017","374.000","356.520","409.300","342.140","55.27K","4.90%"
"Dec 26, 2017","356.520","330.280","362.250","330.000","36.34K","7.94%"
"Dec 25, 2017","330.280","326.000","350.000","312.000","21.63K","1.31%"
"Dec 24, 2017","326.000","339.500","350.440","281.000","76.52K","-3.98%"
"Dec 23, 2017","339.500","317.000","380.000","312.220","69.90K","7.10%"
"Dec 22, 2017","317.000","405.000","411.830","242.500","248.95K","-21.73%"
"Dec 21, 2017","405.000","475.000","475.000","370.000","87.50K","-14.74%"
"Dec 20, 2017","475.000","358.000","478.000","315.000","178.36K","32.68%"
"Dec 19, 2017","358.000","372.500","392.840","325.000","107.31K","-3.89%"
"Dec 18, 2017","372.500","344.000","375.000","319.000","72.53K","8.28%"
"Dec 17, 2017","344.000","321.000","359.600","320.500","83.80K","7.17%"
"Dec 16, 2017","321.000","310.200","329.290","307.570","46.60K","3.48%"
"Dec 15, 2017","310.200","318.400","319.990","290.000","40.27K","-2.58%"
"Dec 14, 2017","318.400","293.580","320.660","290.000","76.13K","8.45%"
"Dec 13, 2017","293.580","291.810","321.250","274.410","113.52K","0.61%"
"Dec 12, 2017","291.810","272.360","305.000","270.520","78.21K","7.14%"
"Dec 11, 2017","272.360","241.220","275.000","238.670","58.01K","12.91%"
"Dec 10, 2017","241.220","256.100","256.100","214.040","64.89K","-5.81%"
"Dec 09, 2017","256.100","261.130","270.000","238.610","70.89K","-1.93%"
"Dec 08, 2017","261.130","259.780","268.940","230.010","79.25K","0.52%"
"Dec 07, 2017","259.780","254.480","277.900","225.680","134.58K","2.08%"
"Dec 06, 2017","254.480","247.480","285.040","242.520","278.52K","2.83%"
"Dec 05, 2017","247.480","208.550","248.000","206.120","160.00K","18.67%"
"Dec 04, 2017","208.550","195.880","208.550","188.500","53.48K","6.47%"
"Dec 03, 2017","195.880","201.000","207.070","184.490","125.40K","-2.55%"
"Dec 02, 2017","201.000","185.660","203.000","183.630","80.35K","8.26%"
"Dec 01, 2017","185.660","175.030","188.600","165.770","89.27K","6.07%"
"Nov 30, 2017","175.030","165.490","189.420","151.000","184.08K","5.76%"
"Nov 29, 2017","165.490","196.660","208.500","150.960","280.40K","-15.85%"
"Nov 28, 2017","196.660","173.000","196.820","170.100","175.94K","13.68%"
"Nov 27, 2017","173.000","162.500","173.000","157.870","81.97K","6.46%"
"Nov 26, 2017","162.500","168.200","168.200","157.000","57.42K","-3.39%"
"Nov 25, 2017","168.200","158.920","169.500","157.800","86.25K","5.84%"
"Nov 24, 2017","158.920","159.000","162.090","154.500","79.54K","-0.05%"
"Nov 23, 2017","159.000","165.000","173.670","153.000","117.46K","-3.64%"
"Nov 22, 2017","165.000","142.000","173.370","140.450","180.51K","16.20%"
"Nov 21, 2017","142.000","136.750","142.910","131.100","80.83K","3.84%"
"Nov 20, 2017","136.750","129.660","141.830","128.500","62.85K","5.47%"
"Nov 19, 2017","129.660","131.070","134.000","125.500","38.15K","-1.08%"
"Nov 18, 2017","131.070","126.500","135.000","122.730","95.78K","3.61%"
"Nov 17, 2017","126.500","120.010","126.500","118.330","72.96K","5.41%"
"Nov 16, 2017","120.010","120.990","127.790","118.010","90.49K","-0.81%"
"Nov 15, 2017","120.990","121.330","124.000","117.500","56.71K","-0.28%"
"Nov 14, 2017","121.330","122.260","123.240","116.400","57.90K","-0.76%"
"Nov 13, 2017","122.260","124.500","134.500","117.030","211.26K","-1.80%"
"Nov 12, 2017","124.500","119.160","135.000","107.660","296.23K","4.48%"
"Nov 11, 2017","119.160","104.540","129.100","102.250","202.77K","13.99%"
"Nov 10, 2017","104.540","118.000","120.700","99.250","204.18K","-11.41%"
"Nov 09, 2017","118.000","112.400","123.000","110.740","142.79K","4.98%"
"Nov 08, 2017","112.400","98.390","115.000","98.230","103.10K","14.24%"
"Nov 07, 2017","98.390","102.000","104.000","93.130","168.84K","-3.54%"
"Nov 06, 2017","102.000","86.290","102.000","85.700","175.93K","18.21%"
"Nov 05, 2017","86.290","87.000","89.160","85.730","33.04K","-0.82%"
"Nov 04, 2017","87.000","87.250","87.990","84.500","22.03K","-0.29%"
"Nov 03, 2017","87.250","82.920","89.400","82.920","64.87K","5.22%"
"Nov 02, 2017","82.920","86.000","86.000","80.000","81.94K","-3.58%"
"Nov 01, 2017","86.000","87.500","88.270","84.340","26.34K","-1.71%"
"Oct 31, 2017","87.500","88.890","89.410","87.250","14.63K","-1.56%"
"Oct 30, 2017","88.890","88.500","91.000","87.800","17.77K","0.44%"
"Oct 29, 2017","88.500","86.070","89.970","85.270","22.39K","2.82%"
"Oct 28, 2017","86.070","86.100","87.450","85.070","12.63K","-0.03%"
"Oct 27, 2017","86.100","88.800","89.000","86.100","26.63K","-3.04%"
"Oct 26, 2017","88.800","87.900","89.410","87.000","15.81K","1.02%"
"Oct 25, 2017","87.900","87.750","95.000","85.000","86.25K","0.17%"
"Oct 24, 2017","87.750","85.500","92.000","82.420","44.34K","2.63%"
"Oct 23, 2017","85.500","86.400","87.500","81.600","27.83K","-1.04%"
"Oct 22, 2017","86.400","87.740","89.000","85.000","23.61K","-1.53%"
"Oct 21, 2017","87.740","90.320","90.510","85.810","29.82K","-2.86%"
"Oct 20, 2017","90.320","88.250","93.000","87.800","30.13K","2.35%"
"Oct 19, 2017","88.250","89.000","92.740","87.450","31.27K","-0.84%"
"Oct 18, 2017","89.000","90.880","91.980","85.000","39.52K","-2.07%"
"Oct 17, 2017","90.880","95.710","97.000","90.090","43.22K","-5.05%"
"Oct 16, 2017","95.710","94.460","98.900","93.000","39.29K","1.32%"
"Oct 15, 2017","94.460","99.730","101.020","91.070","70.33K","-5.28%"
"Oct 14, 2017","99.730","94.860","103.650","93.500","75.93K","5.13%"
"Oct 13, 2017","94.860","87.390","97.080","85.200","147.22K","8.55%"
"Oct 12, 2017","87.390","87.480","89.500","86.550","48.48K","-0.10%"
"Oct 11, 2017","87.480","86.850","88.500","85.560","16.63K","0.73%"
"Oct 10, 2017","86.850","85.170","88.550","84.000","36.17K","1.97%"
"Oct 09, 2017","85.170","90.000","90.390","83.300","52.14K","-5.37%"
"Oct 08, 2017","90.000","91.500","92.290","90.000","25.61K","-1.64%"
"Oct 07, 2017","91.500","91.130","92.490","89.530","28.07K","0.41%"
"Oct 06, 2017","91.130","91.650","93.200","90.060","25.87K","-0.57%"
"Oct 05, 2017","91.650","89.960","92.100","87.220","31.83K","1.88%"
"Oct 04, 2017","89.960","93.270","94.360","88.050","27.99K","-3.55%"
"Oct 03, 2017","93.270","91.770","94.900","87.000","44.86K","1.63%"
"Oct 02, 2017","91.770","93.380","94.190","91.000","29.56K","-1.72%"
"Oct 01, 2017","93.380","96.050","96.490","91.820","21.31K","-2.78%"
"Sep 30, 2017","96.050","95.000","97.000","94.410","25.89K","1.11%"
"Sep 29, 2017","95.000","98.180","99.000","89.380","95.34K","-3.24%"
"Sep 28, 2017","98.180","102.500","102.750","96.410","83.36K","-4.21%"
"Sep 27, 2017","102.500","93.700","104.830","93.250","114.39K","9.39%"
"Sep 26, 2017","93.700","94.090","95.580","91.700","32.85K","-0.41%"
"Sep 25, 2017","94.090","89.390","94.850","88.850","34.48K","5.26%"
"Sep 24, 2017","89.390","92.000","92.270","87.220","15.52K","-2.84%"
"Sep 23, 2017","92.000","87.500","92.320","86.770","43.46K","5.14%"
"Sep 22, 2017","87.500","85.720","89.980","84.000","57.06K","2.08%"
"Sep 21, 2017","85.720","95.320","96.250","84.090","73.15K","-10.07%"
"Sep 20, 2017","95.320","97.890","98.800","92.500","54.46K","-2.63%"
"Sep 19, 2017","97.890","101.500","102.500","93.060","96.61K","-3.56%"
"Sep 18, 2017","101.500","94.000","103.350","94.000","132.73K","7.98%"
"Sep 17, 2017","94.000","96.390","97.000","88.630","81.72K","-2.48%"
"Sep 16, 2017","96.390","100.130","105.000","91.140","134.64K","-3.74%"
"Sep 15, 2017","100.130","85.640","105.000","71.140","505.84K","16.92%"
"Sep 14, 2017","85.640","109.890","119.900","85.000","524.79K","-22.07%"
"Sep 13, 2017","109.890","111.210","113.000","101.200","205.63K","-1.19%"
"Sep 12, 2017","111.210","112.400","116.300","108.690","70.55K","-1.06%"
"Sep 11, 2017","112.400","112.280","116.000","109.150","48.26K","0.11%"
